objectid,cip_id,title,start_cnst,cncl_dist,cip_stat,comp_area,ext_phone,asset_type,desc_text,hyperlink,shape_Length
251,B20128,Morena Improv 2 (w),9/25/2028 0:00:00,"3, 7",Design,"LINDA VISTA, MISSION VALLEY",6195334207,Water - Distribution Sys - Distribution,"Water Improvements: Construction of approximately 14,735 linear feet (2.79 miles) of polyvinyl chloride (PVC) water mains to replace existing 4-, 5-, 6-, & 8-inch asbestos cement (AC) water mains, including all associated water services, fire hydrants, valves, water meter boxes, and other appurtenances. Abandon 29 Linear feet stub valve.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20128,14625.153512735094409
252,B18212,Pipeline Rehabilitation AY-1,3/8/2021 0:00:00,"2, 1, 7",Post Construction,"TORREY PINES, LA JOLLA, RESERVE AREA-Not a community plan, CLAIREMONT MESA, RESERVE AREA-Not a community plan, MIDWAY-PACIFIC HIGHWAY, RESERVE AREA-Not a community plan, RESERVE AREA-Not a community plan, NAVAJO, RESERVE AREA-Not a community plan",6195334207,Wastewater - Collection Sys - Main,"Rehabilitation of approximately 40,623 L.F. (7.69 miles) of existing 8-inch and 10-inch vitrified clay pipe (V.C.P) sewer mains. The project also includes point repairs, rehabilitation of sewer laterals and installation of sewer lateral clean outs at property line, rehabilitation of manholes, replacement of manholes, repair of manholes, installation of clean outs and manholes.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18212,40503.881669400630926
253,B19201,Pipeline Rehabilitation BB-1,10/11/2021 0:00:00,"2, 7",Construction,"CLAIREMONT MESA, NAVAJO",6195334207,Wastewater - Collection Sys - Main,"Sewer Improvements: Rehabilitate 35,641 linear feet 6.75 miles of existing 8-inch and 10-inch vitrified clay sewer mains including rehabilitating all associated laterals approximately 926 from sewer main to property line, installation of 3 manholes, replacement of 11 manholes, repair of 11 manholes, rehabilitation of 141 manholes, and installation of 31 cleanouts. The project also includes approximately 14 external point repairs, 4 internal point repairs for intruding laterals, and 19 intern",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B19201,33329.675910213642055
254,B18037,Pipeline Rehabilitation AU-1,4/4/2019 0:00:00,"2, 7",Construction,"LINDA VISTA, CLAIREMONT MESA",6195334207,Wastewater - Collection Sys - Main,"This project consists of 7.18 miles. The project also includes reconnection of 770 laterlas, rehab of 5 manholes, repair of 8 manholes, replacement of 2 manholes, and installation of 7 manholes and 29 cleanouts.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18037,38159.535913768937462
255,B18123,AC Water & Sewer Group 1036 (S),3/22/2022 0:00:00,"1, 9",Construction,"MISSION BAY PARK, PACIFIC BEACH, COLLEGE AREA",6195334207,Wastewater - Collection Sys - Main,"The new scope adds 1,330LF 0.25 mi of 8” sewer main replacement. Construction of approximately 755 LF (0.14 miles)  of PVC sewer mains to replace existing 8-, 10- and 12 inch diameter vitrified clay (VC) sewer mains via open trench within the same trench alignment at the same or shallower depth, including associated laterals, manholes, cleanouts, and appurtenances, and associated street resurfacing.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18123,3378.454533871250533
256,B18121,AC Water & Sewer Group 1036 (W),3/22/2022 0:00:00,"1, 9",Construction,"MISSION BAY PARK, PACIFIC BEACH, COLLEGE AREA",6195334207,Water - Distribution Sys - Distribution,"1,058LF 0.20 mi of 8” water main replacement. 1.88 miles of polyvinyl chloride (PVC) water mains to replace existing 6-, 8-, and 12-inch diameter asbestos cement (AC) water mains via open trench within the same trench alignment at the same or shallower depth, including associated water services, fire hydrants, valves, water meters, appurtenances, and associated street resurfacing.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18121,10302.443581787205403
257,B21003,Tierrasanta Improv 1 (s),6/20/2022 0:00:00,7,Post Construction,TIERRASANTA,6195334207,Wastewater - Collection Sys - Main,"The proposed scope of work consists of trenchless rehabilitation of approximately 11,843 LF 2.24 miles of existing 8-inch and 10-inch vitrified clay pipe VC sewer mains. The project also includes approximately 26 point repairs, rehabilitation of all associated sewer laterals approximately 320 from sewer main to property line, rehabilitation of 26 manholes, replacement of 6 manholes, repair and rehabilitation of 11 manhole. The project is located in council district 7, Tierrasanta community.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21003,11918.603952171162746
258,B21043,Mira Mesa Improv 1 (S),7/31/2023 0:00:00,6,Construction,MIRA MESA,6195334207,Wastewater - Collection Sys - Main,"Construction of 238 LF 0.04 miles of 8-inch sewer mains to replace existing vitrified clay VC sewer mains. Rehabilitation of 8,424 LF 1.60 miles of existing VC sewer mains.The project scope also includes point repairs on 22 segments of existing VC sewer main, rehab 14 existing sewer manholes, repair 31 existing sewer manholes, replace-in-place 1 existing sewer manhole, construct 5 new sewer main cleanouts on existing dead-end sewer mains, and rehab and reconnect approximately 240 existing",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21043,8548.900616075794460
259,B17189,Sewer Group 843,8/12/2021 0:00:00,8,Construction,SOUTHEASTERN SAN DIEGO,6195334207,Wastewater - Collection Sys - Main,"Replace approximately 6,491 linear feet (1.23 mi) of 6-, 8-, 10-, and 15-inch VC sewer mains with new PVC sewer mains. This project is located in CD 8; Otay Mesa-Nestor, San Ysidro, and Tijuana River Valley Communities.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17189,11573.718781685252907
260,S12013,Alvarado 2nd Extension Pipeline,8/30/2024 0:00:00,"2, 3, 7, 9",Construction,"LINDA VISTA, MISSION VALLEY, MISSION BAY PARK",6195334207,Water - Distribution Sys - Transmission,"Replace 20,592 LF of existing AC water mains and construct 33,897 LF of new water main.Added Scope: Morena Blvd (0.32 mi) and Sea World Drive (0.33 mi) for coordination with Pure Water Morena Pipeline project and Mission Bay Master Plan. Deleted Scope: AC main on Friars Road between Fashion Valley Road and Frazee Road (0.43 mi). Added scope required additional schedule time for supplemental survey and design.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S12013,61321.202443262649467
261,S12016,Otay 1st/2nd PPL West of Highland Avenue,12/9/2019 0:00:00,"3, 9",Post Construction,"NORTH PARK, MID-CITY:CITY HEIGHTS",6195334207,Water - Distribution Sys - Transmission,"This project consists of replacing approximately 5.2 miles of deteriorated steel, cast iron and asbestos cement transmission mains for the Otay 1st and Otay 2nd pipelines located in the communities of City Heights and Greater North Park. These improvements will improve service pressure and eliminate leaks. The project will also update pedestrian curb ramps to the latest standards.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S12016,20291.379795952365384
262,B14069,Water and Sewer Group 955 (S),6/28/2017 0:00:00,"2, 1",Post Construction,"CLAIREMONT MESA, PACIFIC BEACH",6195334207,Wastewater - Collection Sys - Main,"The installation of 340.59 LF (0.06 mile) of 8-Inch sewer pipe, 256.33 LF (0.05 mile) of15-Inch sewer pipe and 1,199.60 LF (0.22 mile) of 8-Inch sewer pipe (replace-in-place), installation of new manholes, replacement existing manholes and sewer laterals. Work also includes resurfacing, curb ramps installation, and all other work and appurtenances in accordance with the specifications.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B14069,1479.278044032202615
263,B13186,Water and Sewer GJ 955 (W),6/28/2017 0:00:00,"2, 6, 7",Post Construction,"KEARNY MESA, CLAIREMONT MESA, MISSION VALLEY",6195334207,Water - Distribution Sys - Distribution,"The installation of 160 LF (0.03 mi) of 8"" water main replace-in-place (RIP), 65.76 LF (0.01 mi) of 12' (RIP), 4,989 LF (0.94 mi) of 16' (RIP), & 3,572.18 LF (0.67 mi) of abandoning replace in a new trench, & the installation 945.88 LF (0.18 mi) 12"" of new water pipe in a new trench. Installation of water services, tees, cross, reducers, gate valves, trench shoring, resurfacing, curb ramps, traffic controls, and other work and appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B13186,8870.874497581331525
264,S21000,Otay 2nd Pipeline St Replacement Ph 5,10/4/2029 0:00:00,4,Design,"MID-CITY:EASTERN AREA, ENCANTO NEIGHBORHOODS",6195334207,Water - Distribution Sys - Transmission,"The project proposes the construction of approximately 5,918 linear feet (1.12 miles) of 42-inch CMLC pipe from the northern terminus on 55th Street near Seifert Street to the southern terminus on 60th Street near Tooley  Street and abandonment of approximately 5,369 LF (1.0 miles) of existing 36-inch and 42-inch steel pipe.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S21000,12062.000820749461127
265,P21000,Carroll Canyon Road Planning Study,,6,Planning,MIRA MESA,6195334207,Trans - Roads/Widening/Reconfiguration,"To prepare a Feasibility Study for the segment of the Carroll Canyon Road extension from Carroll Road (just east of Pacific Heights Boulevard) to approximately 0.3 miles west of Camino Santa Fe. The Feasibility Study is to include identification of existing conditions, conceptual design development (including accommodation of Bus Rapid Transit route), cross section analysis, preliminary environmental assessment, right of way impacts, utility conflicts, geotechnical considerations, hydrologic/hyd",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=P21000,3811.998444938453304
266,B16023,Remaining Small Diameter CI Water Ph2,10/5/2020 0:00:00,"8, 3, 7, 9, 4",Construction,"NORTH PARK, DOWNTOWN, MISSION VALLEY, MID-CITY:CITY HEIGHTS, ENCANTO NEIGHBORHOODS, UPTOWN, MID-CITY:NORMAL HEIGHTS, SOUTHEASTERN SAN DIEGO",6195334207,Water - Distribution Sys - Distribution,Replace approximately 9485-lf (1.80 miles) of existing cast iron (CI) water main Citywide.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16023,4552.313871631513393
267,B21048,Normal Heights Improv 1 (S),3/9/2027 0:00:00,9,Bid / Award,MID-CITY:NORMAL HEIGHTS,6195334207,Wastewater - Collection Sys - Main,"Construction of approximately  3,325 linear feet (0.63 miles) of PVC sewer mains to replace existing vitrified clay (VC) and concrete pipe (CP) sewer mains, including associated laterals, manholes, cleanouts, and other appurtenances. And  abandonment of approximately 215 LF (0.04 miles) of existing sewer mains. The upgrades in  sewer facilities also require replumb of approximately 20 sewer laterals.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21048,2168.525315351465906
268,B21049,Normal Heights Improv 1 (W),3/9/2027 0:00:00,9,Bid / Award,MID-CITY:NORMAL HEIGHTS,6195334207,Water - Distribution Sys - Distribution,"Construction of 12,178 linear feet (LF) (2.31 miles) of 8- & 12-inch water mains to replace existing asbestos cement (AC) water mains. Construction of 7,397 LF (1.40 miles) of new 8-in water mains. Abandonment of 8,165 LF (1.55 miles) of existing AC water mains. Re-plumb approximately 423 services. This will include relocating the mains that are in the alley to the streets.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21049,24002.626339124999504
269,B21031,Rolando Improv 2 (S),12/18/2024 0:00:00,9,Construction,MID-CITY:EASTERN AREA,6195334207,Wastewater - Collection Sys - Main,"Construction also consists of the rehabilitation of approximately 4,972.83 lineal feet of 6-inch and 8-inch sewer mains and the installation of approximately 7,420.44 lineal feet of 8-inch sewer mains including associated laterals, manholes, cleanouts, and other appurtenances.  Curb ramps, resurfacing, and all other work and appurtenances will be included in this project area.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21031,18937.015354217095592
270,B21033,Rolando Improv 2 (W),12/18/2024 0:00:00,9,Construction,"MID-CITY:EASTERN AREA, COLLEGE AREA",6195334207,Water - Distribution Sys - Distribution,"Construction of Rolando Improv 2 consists of the installation of approximately 6,969.73 lineal feet of 8-inch water mains, including all associated water services, fire hydrants, valves, water meters and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21033,6366.159776429867634
271,B21029,College East Improv 1 (W),3/10/2025 0:00:00,9,Construction,COLLEGE AREA,6195334207,Water - Distribution Sys - Distribution,"This project consists of replacing 1.52 mi. of 4”, 6”, 8” AC water main with appropriately sized PVC.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21029,8219.136322906759233
272,B21028,College East Improv 1 (S),3/10/2025 0:00:00,9,Construction,COLLEGE AREA,6195334207,Wastewater - Collection Sys - Main,"College East Improvements 1 Project will be split into two phases: Phase 1 will replace approximately 1.27 miles of 4"",6"", and 8"" AC water mains, and rehab approximately 2.60 miles of sewer mains. Phase 2 will replace approximately .28 miles of 8"" AC water mains and replace approximately 1.51 miles of existing 8"",10"" VC sewer mains, installation of approximately .30 miles of 12"" sewer mains and .19 miles of 12"" sewer mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21028,22160.971226491237758
273,B20132,Valencia Park Improv 2 (S),7/17/2026 0:00:00,4,Design,ENCANTO NEIGHBORHOODS,6195334207,Wastewater - Collection Sys - Main,"Construction of approximately 1,913 linear feet (0.36 mi) of sewer mains to replace existing 6, 8, and 10‐inch VC sewer mains via open trench, including associated laterals, manholes, cleanouts, and other appurtenances. Construction of 10,733 linear feet (2.03 mi) of new sewer mains via open trench, including associated laterals, manholes, cleanouts, and other appurtenances. Abandon approximately 5,296 linear feet (1.00 mile) of sewer main—Replumb 7 sewer laterals.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20132,16954.285834646711010
274,B20135,Valencia Park Improv 2 (W),7/17/2026 0:00:00,4,Design,ENCANTO NEIGHBORHOODS,6195334207,Water - Distribution Sys - Distribution,"Construction of approximately 6565.09 linear feet (1.24Ml) of water mains to replace existing 6, 8, and 12-Inch AC and CI water mains via open trench, including all associate water services, fire hydrants, valves, water meter, and other appurtenances. Construction of 4009.26 linear feet (0.75Ml) of new water mains via open trench, including all associated water services, fire hydrants, valves, water meter, and other appurtenances. Abandon approximately 4050.44 linear feet (0.76Ml) of water main.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20135,13634.719731262866844
275,B21080,Buchanan Canyon SM Rpr/Repl Emergency,11/10/2020 0:00:00,3,Post Construction,UPTOWN,6195334207,Wastewater - Collection Sys - Main,"Provide a temporary bypass to the failed 6-inch sewer main located in Buchanan Canyon. Additional scope of work shall include but not limited to design proposal of replacing the existing 6-inch main, replace approximately 210 feet of 6-inch lined VC main, stabilize and re-vegetate disturbed slope.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21080,174.797576482368413
276,B19106,Bay Ho Improv 2 (W),11/12/2024 0:00:00,2,Construction,CLAIREMONT MESA,6195334207,Water - Distribution Sys - Distribution,"Replace approximately 7,543 linear feet (1.43 mi) of 4-, 6-, 8-, and 12-inch existing AC Mains with new appropriately sized PVC water Mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B19106,6874.491160166365262
277,B19104,Bay Ho Improv 2 (S),11/12/2024 0:00:00,2,Construction,CLAIREMONT MESA,6195334207,Wastewater - Collection Sys - Main,"Replace approximately 15,703 linear feet (2.97 mi) of existing 8- and 15-inch VC Sewer Mains with new appropriately sized PVC Sewer Mains. Rehabilitate approximately 3,517 linear feet (0.67 mi) of 8"" existing VC Sewer Mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B19104,20816.893322739360883
278,B21064,Morena Improv 3 (S),5/20/2025 0:00:00,7,Bid / Award,LINDA VISTA,6195334207,Wastewater - Collection Sys - Main,"Morena Improvements 3 (Sewer) consists of the installation of approximately 0.15 miles of 15-inch sewer mains, including all associated laterals, manholes, trench restoration, and all other related work and appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21064,742.830333664862678
